survey_id,member_id,survey_date,nps_score,csat_score,effort_score,feedback_text,survey_type
S00019950,M00007532,2023-02-05,10,3,1,,post_call
S00019951,M00008661,2024-01-30,8,5,4,Process is too complicated,post_call
S00019952,M00009816,2023-05-04,3,5,3,,post_call
S00019953,M00004138,2024-10-11,7,4,4,Could not find what I needed online,post_call
S00019954,M00007659,2024-12-27,9,3,4,Very satisfied with my plan,post_call
S00019955,M00001671,2023-07-01,2,5,4,,post_call
S00019956,M00008446,2023-04-26,4,3,4,Could not find what I needed online,post_digital
S00019957,M00002647,2024-10-04,1,1,3,Too long wait time,post_call
S00019958,M00009007,2023-08-15,9,3,3,Website is confusing,post_call
S00019959,M00000539,2024-08-28,8,3,2,Website is confusing,post_digital
S00019960,M00000366,2023-06-27,1,5,4,Process is too complicated,periodic
S00019961,M00007850,2024-04-30,10,1,6,Agent was knowledgeable,periodic
S00019962,M00007609,2023-04-01,9,5,3,Agent was knowledgeable,annual
S00019963,M00004885,2023-12-17,6,4,4,,post_digital
S00019964,M00001792,2023-08-05,4,1,2,,post_call
S00019965,M00009130,2023-03-29,0,4,5,Billing is unclear,post_call
S00019966,M00006381,2023-06-19,8,1,7,,post_call
S00019967,M00003641,2023-08-09,3,4,7,"Great service, very helpful",post_digital
S00019968,M00004817,2024-09-03,6,1,3,Website is confusing,post_call
S00019969,M00009547,2024-11-14,3,3,4,Website is confusing,post_call
S00019970,M00000252,2024-07-29,8,5,2,Billing is unclear,annual
S00019971,M00003276,2024-03-07,6,5,3,Quick and easy,post_call
S00019972,M00007654,2023-04-18,8,4,4,Very satisfied with my plan,annual
S00019973,M00000169,2024-07-05,4,3,4,Very satisfied with my plan,post_call
S00019974,M00000716,2024-11-24,5,4,1,"Great service, very helpful",periodic
S00019975,M00009857,2024-08-08,5,1,2,Billing is unclear,post_digital
S00019976,M00009566,2024-03-17,4,4,4,Too long wait time,post_call
S00019977,M00005696,2023-11-07,5,4,4,Billing is unclear,periodic
S00019978,M00004272,2024-05-23,5,4,5,Too long wait time,post_call
S00019979,M00004571,2023-09-15,6,4,4,Could not find what I needed online,periodic
S00019980,M00001332,2023-02-24,3,4,1,Process is too complicated,post_digital
S00019981,M00003608,2024-08-31,8,5,2,Process is too complicated,post_call
S00019982,M00005708,2024-10-19,6,4,2,Agent was knowledgeable,periodic
S00019983,M00008464,2023-04-23,2,4,1,Website is confusing,periodic
S00019984,M00008325,2023-10-02,9,3,4,Agent was knowledgeable,periodic
S00019985,M00003734,2023-07-06,7,3,1,Process is too complicated,post_call
S00019986,M00000746,2024-01-28,10,1,2,,post_digital
S00019987,M00007829,2024-12-25,9,4,1,Agent was knowledgeable,post_call
S00019988,M00006546,2023-02-26,2,4,3,,post_call
S00019989,M00007922,2024-12-10,8,5,5,,periodic
S00019990,M00001523,2023-03-18,9,5,4,Billing is unclear,post_digital
S00019991,M00005100,2024-02-03,2,3,5,Agent was knowledgeable,post_digital
S00019992,M00006482,2024-02-04,5,4,3,Quick and easy,post_call
S00019993,M00009842,2024-01-07,7,3,5,Too long wait time,post_call
S00019994,M00007505,2023-04-18,5,4,7,Billing is unclear,post_call
S00019995,M00009937,2024-12-17,7,2,2,"Great service, very helpful",post_digital
S00019996,M00009824,2023-05-24,2,2,2,Very satisfied with my plan,post_digital
S00019997,M00005401,2023-07-09,6,5,4,,post_call
S00019998,M00008704,2024-09-28,8,2,2,Very satisfied with my plan,periodic
S00019999,M00002275,2023-01-22,2,5,3,,post_call
S00020000,M00008218,2024-08-11,7,5,2,Too long wait time,post_call
S00020001,M00004531,2024-06-06,9,4,1,,post_call
S00020002,M00007672,2023-09-21,7,1,3,,post_call
S00020003,M00001820,2024-03-14,3,3,1,Agent was knowledgeable,post_digital
S00020004,M00003137,2023-07-09,7,4,2,Had to call multiple times,periodic
S00020005,M00003489,2024-01-29,4,2,1,Had to call multiple times,post_call
S00020006,M00008802,2024-08-26,10,4,4,Could not find what I needed online,post_call
S00020007,M00007983,2023-04-05,3,4,2,Billing is unclear,periodic
S00020008,M00001553,2024-08-29,8,2,5,Billing is unclear,periodic
S00020009,M00009229,2023-07-10,4,2,3,Process is too complicated,periodic
S00020010,M00004864,2023-02-24,9,4,3,,post_digital
S00020011,M00006066,2024-06-10,8,2,5,,post_call
S00020012,M00005077,2024-07-27,5,2,3,Billing is unclear,post_call
S00020013,M00007927,2023-04-13,7,4,1,Could not find what I needed online,post_call
S00020014,M00006854,2024-08-16,3,4,2,Website is confusing,post_call
S00020015,M00009937,2024-02-17,6,5,1,,post_call
S00020016,M00003236,2023-08-31,7,2,5,Website is confusing,post_call
S00020017,M00000805,2023-07-23,7,3,5,,post_digital
S00020018,M00005398,2024-10-01,9,4,6,,periodic
S00020019,M00007355,2024-06-28,9,3,4,Website is confusing,post_call
S00020020,M00006795,2024-03-21,0,3,6,Too long wait time,post_digital
S00020021,M00007689,2023-01-27,9,2,4,Website is confusing,post_call
S00020022,M00009562,2023-07-28,7,4,2,Quick and easy,post_digital
S00020023,M00007987,2023-04-13,0,1,3,Very satisfied with my plan,post_call
S00020024,M00009249,2023-12-22,8,4,4,Too long wait time,post_call
S00020025,M00009720,2023-05-24,4,3,5,"Great service, very helpful",post_digital
S00020026,M00009619,2024-08-31,9,5,4,Process is too complicated,post_digital
S00020027,M00004848,2023-07-01,0,5,2,Had to call multiple times,post_call
S00020028,M00008237,2024-10-01,10,1,4,Quick and easy,annual
S00020029,M00006490,2023-05-24,9,3,3,,post_call
S00020030,M00007992,2023-08-04,9,5,3,,periodic
S00020031,M00006575,2023-08-05,3,3,1,Quick and easy,post_call
S00020032,M00009613,2024-09-13,5,5,2,Had to call multiple times,annual
S00020033,M00007777,2023-10-06,8,5,3,Too long wait time,post_call
S00020034,M00002868,2023-06-15,8,3,3,Billing is unclear,post_call
S00020035,M00007149,2024-09-05,6,4,2,,post_call
S00020036,M00001538,2023-09-03,10,5,4,Too long wait time,post_call
S00020037,M00001857,2024-02-21,1,4,3,Had to call multiple times,post_call
S00020038,M00004361,2023-03-11,8,4,1,Very satisfied with my plan,post_digital
S00020039,M00003043,2023-03-16,9,3,1,Too long wait time,post_call
S00020040,M00004453,2024-04-12,1,3,3,,post_digital
S00020041,M00003156,2024-09-16,5,3,6,Quick and easy,annual
S00020042,M00003800,2024-05-05,1,5,1,Could not find what I needed online,post_call
S00020043,M00001799,2023-02-02,8,4,6,,post_call
S00020044,M00007535,2024-01-07,7,5,1,Had to call multiple times,post_digital
S00020045,M00003787,2023-09-13,7,5,3,Process is too complicated,post_digital
S00020046,M00006752,2024-11-10,7,4,3,Quick and easy,periodic
S00020047,M00009038,2024-03-22,2,4,4,Had to call multiple times,post_call
S00020048,M00003000,2024-09-03,5,2,5,Too long wait time,annual
S00020049,M00004859,2024-12-04,1,5,1,Billing is unclear,annual
S00020050,M00000591,2023-04-15,10,5,3,Very satisfied with my plan,periodic
S00020051,M00008552,2024-02-09,7,5,4,Very satisfied with my plan,post_digital
S00020052,M00004982,2023-03-28,7,5,4,Could not find what I needed online,post_call
S00020053,M00009738,2023-10-09,6,1,3,Had to call multiple times,post_digital
S00020054,M00006792,2024-12-05,7,2,5,Quick and easy,post_call
S00020055,M00001123,2024-09-28,8,2,1,Website is confusing,post_digital
S00020056,M00004328,2024-10-27,10,3,1,Could not find what I needed online,post_call
S00020057,M00000851,2023-08-29,10,3,2,,periodic
S00020058,M00008293,2023-01-17,4,5,2,,post_call
S00020059,M00000748,2024-06-17,4,2,3,"Great service, very helpful",post_digital
S00020060,M00004499,2024-06-14,4,4,4,Website is confusing,post_digital
S00020061,M00005869,2024-09-12,8,2,2,,post_digital
S00020062,M00008614,2023-06-06,5,4,3,Agent was knowledgeable,annual
S00020063,M00001992,2024-06-14,4,4,1,,periodic
S00020064,M00001233,2024-02-10,7,3,3,Agent was knowledgeable,annual
S00020065,M00007298,2023-01-19,7,5,2,,post_digital
S00020066,M00008681,2024-07-11,3,4,2,Very satisfied with my plan,post_call
S00020067,M00009056,2024-07-15,8,4,1,,post_digital
S00020068,M00006035,2023-02-05,7,1,4,,periodic
S00020069,M00000355,2023-08-01,9,3,1,Had to call multiple times,post_call
S00020070,M00000256,2023-08-26,0,4,2,Too long wait time,post_call
S00020071,M00007805,2023-05-29,6,3,2,Could not find what I needed online,annual
S00020072,M00001208,2024-03-20,5,5,1,Too long wait time,post_call
S00020073,M00002481,2024-08-26,7,4,7,,periodic
S00020074,M00008550,2024-07-26,3,4,1,"Great service, very helpful",post_digital
S00020075,M00000394,2024-08-25,7,4,1,,annual
S00020076,M00009551,2023-03-13,8,1,2,Process is too complicated,post_call
S00020077,M00007030,2023-08-24,5,5,4,Agent was knowledgeable,periodic
S00020078,M00007247,2023-04-05,9,4,7,"Great service, very helpful",post_digital
S00020079,M00009228,2023-07-16,1,5,2,"Great service, very helpful",post_digital
S00020080,M00009992,2024-01-29,9,3,2,,post_digital
S00020081,M00001092,2023-05-22,5,5,3,Website is confusing,periodic
S00020082,M00009972,2023-03-02,6,3,5,Agent was knowledgeable,post_call
S00020083,M00003883,2023-11-11,1,5,4,Too long wait time,post_digital
S00020084,M00006201,2024-12-17,2,3,4,Billing is unclear,post_digital
S00020085,M00002778,2023-05-18,5,4,2,Agent was knowledgeable,post_digital
S00020086,M00003318,2024-09-12,5,5,3,Process is too complicated,post_digital
S00020087,M00005361,2023-04-26,10,1,2,Billing is unclear,post_digital
S00020088,M00007092,2024-06-19,5,2,2,,post_call
S00020089,M00001434,2023-06-27,5,3,1,,post_digital
S00020090,M00008930,2023-03-10,6,3,2,Very satisfied with my plan,periodic
S00020091,M00005723,2024-12-15,6,1,3,Process is too complicated,post_call
S00020092,M00003610,2024-11-29,6,5,2,Quick and easy,post_call
S00020093,M00007160,2023-12-15,10,2,1,,post_call
S00020094,M00008638,2024-10-31,4,3,2,Process is too complicated,periodic
S00020095,M00007168,2024-03-02,5,4,5,Could not find what I needed online,post_digital
S00020096,M00007523,2023-04-21,1,5,2,Agent was knowledgeable,periodic
S00020097,M00000034,2024-11-29,7,4,2,,post_digital
S00020098,M00007038,2024-04-25,5,3,2,,post_call
S00020099,M00000263,2023-05-13,7,2,2,"Great service, very helpful",post_digital
S00020100,M00003201,2023-04-27,6,1,3,Could not find what I needed online,post_digital
S00020101,M00009200,2023-03-29,4,5,3,Agent was knowledgeable,post_call
S00020102,M00002513,2023-01-02,5,5,3,Process is too complicated,post_call
S00020103,M00003917,2023-09-27,5,3,3,Process is too complicated,periodic
S00020104,M00008924,2024-12-14,5,2,2,,post_call
S00020105,M00007589,2023-05-27,6,3,2,Process is too complicated,post_digital
S00020106,M00004797,2024-05-15,4,5,3,Too long wait time,annual
S00020107,M00009332,2023-08-22,10,3,4,Billing is unclear,annual
S00020108,M00005703,2024-05-15,6,4,2,,post_digital
S00020109,M00005289,2023-09-21,8,2,3,,post_digital
S00020110,M00007027,2024-02-16,6,4,3,Too long wait time,post_call
S00020111,M00006549,2023-01-14,3,4,3,Process is too complicated,post_call
S00020112,M00008674,2023-08-03,5,3,6,Too long wait time,post_call
S00020113,M00005912,2024-07-18,8,4,5,Quick and easy,post_call
S00020114,M00003104,2024-05-20,8,2,7,Very satisfied with my plan,post_call
S00020115,M00001033,2024-10-04,3,3,3,,post_call
S00020116,M00006856,2024-04-18,5,1,4,Website is confusing,post_digital
S00020117,M00004222,2023-06-13,3,4,5,Very satisfied with my plan,periodic
S00020118,M00004074,2023-01-07,10,4,5,,post_digital
S00020119,M00000442,2023-03-28,9,3,3,,periodic
S00020120,M00005291,2023-11-27,6,4,2,,post_call
S00020121,M00000112,2023-04-15,7,3,1,Very satisfied with my plan,post_call
S00020122,M00001876,2024-09-20,9,4,7,,post_digital
S00020123,M00007040,2024-03-21,8,3,2,Had to call multiple times,post_digital
S00020124,M00005503,2024-06-06,4,2,1,Quick and easy,post_call
S00020125,M00004385,2024-02-16,9,3,7,,post_call
S00020126,M00002246,2024-07-13,6,5,4,Process is too complicated,post_digital
S00020127,M00002036,2024-01-04,7,4,1,,periodic
S00020128,M00006510,2023-08-03,1,3,2,Too long wait time,post_digital
S00020129,M00008423,2023-04-10,5,3,7,Website is confusing,periodic
S00020130,M00001259,2024-08-27,7,3,2,Too long wait time,periodic
S00020131,M00009146,2024-03-15,6,2,2,,periodic
S00020132,M00002987,2023-08-31,6,4,1,,post_call
S00020133,M00006062,2023-06-11,9,3,1,,post_call
S00020134,M00009562,2023-02-25,7,3,1,Too long wait time,post_call
S00020135,M00004065,2024-09-11,4,3,6,Process is too complicated,post_call
S00020136,M00008482,2023-08-05,0,2,4,Very satisfied with my plan,post_digital
S00020137,M00004247,2023-11-19,1,2,4,,post_digital
S00020138,M00005942,2024-09-13,8,3,7,Quick and easy,post_call
S00020139,M00007007,2023-09-28,10,5,5,Agent was knowledgeable,periodic
S00020140,M00003311,2023-04-24,8,4,6,,post_call
S00020141,M00001246,2023-05-27,5,3,4,Billing is unclear,post_digital
S00020142,M00007061,2024-01-15,6,3,5,Very satisfied with my plan,post_call
S00020143,M00004758,2023-09-09,7,4,3,,post_digital
S00020144,M00002301,2023-12-27,4,4,1,Could not find what I needed online,periodic
S00020145,M00008565,2023-03-06,3,4,5,,periodic
S00020146,M00009974,2023-07-12,3,5,4,"Great service, very helpful",post_call
S00020147,M00000116,2023-02-08,8,3,4,,annual
S00020148,M00002375,2024-03-30,5,5,4,Billing is unclear,post_digital
S00020149,M00008304,2023-04-30,10,5,3,Agent was knowledgeable,periodic
S00020150,M00000901,2024-04-21,1,5,4,Billing is unclear,periodic
S00020151,M00006773,2024-03-30,6,3,3,,post_call
S00020152,M00002167,2024-09-28,9,4,4,Very satisfied with my plan,post_digital
S00020153,M00007759,2023-05-29,10,4,5,Process is too complicated,post_call
S00020154,M00005074,2023-10-25,6,3,4,,post_call
S00020155,M00000797,2023-06-10,9,1,4,Process is too complicated,post_digital
S00020156,M00007139,2023-01-01,5,2,7,Very satisfied with my plan,post_digital
S00020157,M00000987,2023-07-18,8,4,1,Too long wait time,post_call
S00020158,M00002909,2023-07-09,8,5,1,Quick and easy,post_digital
S00020159,M00004503,2024-05-11,9,4,7,Website is confusing,post_call
S00020160,M00007052,2023-08-31,4,2,1,,periodic
S00020161,M00006009,2023-01-28,8,2,3,Agent was knowledgeable,post_digital
S00020162,M00003130,2024-04-04,10,4,3,Had to call multiple times,post_call
S00020163,M00005917,2023-07-30,9,4,6,,periodic
S00020164,M00009515,2023-07-14,8,4,6,Website is confusing,post_call
S00020165,M00000080,2024-09-27,5,5,5,Agent was knowledgeable,post_digital
S00020166,M00004048,2023-02-22,0,4,2,Had to call multiple times,post_call
S00020167,M00003891,2024-03-09,9,2,5,Website is confusing,post_call
S00020168,M00002143,2023-11-02,7,1,5,,post_call
S00020169,M00005839,2024-11-27,10,4,3,Quick and easy,periodic
S00020170,M00000253,2024-10-24,9,3,3,Quick and easy,periodic
S00020171,M00000607,2023-03-23,7,2,3,Process is too complicated,periodic
S00020172,M00008785,2023-11-29,6,4,5,Process is too complicated,annual
S00020173,M00001484,2023-02-27,8,3,4,"Great service, very helpful",post_call
S00020174,M00006914,2024-06-07,7,3,7,"Great service, very helpful",periodic
S00020175,M00004992,2024-11-14,5,5,5,,annual
S00020176,M00005118,2023-05-06,7,5,4,Agent was knowledgeable,post_digital
S00020177,M00007358,2023-07-19,6,4,3,,post_call
S00020178,M00007100,2023-01-29,5,4,6,Quick and easy,post_call
S00020179,M00003644,2024-07-21,5,3,2,Agent was knowledgeable,post_call
S00020180,M00000208,2023-08-26,7,4,3,Had to call multiple times,periodic
S00020181,M00008634,2023-07-13,6,5,4,,post_call
S00020182,M00002326,2023-08-14,2,4,2,Website is confusing,post_call
S00020183,M00003140,2024-08-09,1,5,2,Website is confusing,post_digital
S00020184,M00005703,2023-12-22,0,4,4,"Great service, very helpful",post_call
S00020185,M00000613,2024-06-07,9,4,2,,post_digital
S00020186,M00008089,2023-10-25,2,3,4,,post_call
S00020187,M00001018,2024-01-11,8,4,2,Quick and easy,post_call
S00020188,M00006325,2024-08-28,0,4,7,,post_digital
S00020189,M00006857,2023-09-12,5,1,3,Had to call multiple times,post_call
S00020190,M00007013,2024-07-29,8,4,3,,post_call
S00020191,M00001197,2024-01-19,1,4,6,,periodic
S00020192,M00005171,2023-09-06,0,5,2,Could not find what I needed online,post_call
S00020193,M00006958,2024-09-20,7,3,3,,periodic
S00020194,M00003786,2024-11-22,6,4,4,,post_digital
S00020195,M00004969,2023-02-18,5,4,1,Quick and easy,post_digital
S00020196,M00008707,2024-11-26,6,4,4,"Great service, very helpful",post_call
S00020197,M00005566,2023-06-27,10,3,4,Website is confusing,annual
S00020198,M00008545,2023-09-20,9,5,2,,periodic
S00020199,M00004843,2023-02-16,9,5,7,Quick and easy,post_digital
S00020200,M00003704,2024-03-24,8,3,3,Website is confusing,post_digital
S00020201,M00000985,2023-07-04,1,4,5,Agent was knowledgeable,post_call
S00020202,M00007554,2024-03-31,3,5,2,Quick and easy,post_call
S00020203,M00006706,2023-11-16,6,3,2,,post_call
S00020204,M00000229,2023-03-21,6,3,4,,post_call
S00020205,M00008541,2023-12-29,5,4,3,,annual
S00020206,M00007616,2024-01-11,6,2,1,,periodic
S00020207,M00004392,2024-05-31,10,4,3,Process is too complicated,post_call
S00020208,M00004313,2023-07-17,0,3,1,Could not find what I needed online,post_digital
S00020209,M00006911,2024-07-08,0,1,1,Website is confusing,post_call
S00020210,M00004111,2023-06-17,8,4,5,,post_digital
S00020211,M00006253,2024-02-28,6,4,2,Too long wait time,periodic
S00020212,M00001074,2024-08-26,4,4,5,Process is too complicated,post_call
S00020213,M00006501,2024-10-29,8,5,4,,periodic
S00020214,M00003342,2023-06-17,3,2,6,"Great service, very helpful",post_call
S00020215,M00008488,2024-06-21,3,4,4,Process is too complicated,post_call
S00020216,M00002948,2024-07-08,6,4,4,Quick and easy,post_call
S00020217,M00000038,2024-06-17,10,5,2,"Great service, very helpful",post_digital
S00020218,M00009156,2024-05-07,5,4,4,Agent was knowledgeable,annual
S00020219,M00004854,2024-03-30,8,3,2,"Great service, very helpful",post_digital
S00020220,M00008652,2023-04-05,6,3,1,Too long wait time,post_digital
S00020221,M00001839,2023-03-12,4,4,1,"Great service, very helpful",post_call
S00020222,M00009562,2024-08-22,1,5,4,,periodic
S00020223,M00001114,2023-03-09,10,3,2,Very satisfied with my plan,post_call
S00020224,M00002555,2024-10-22,7,5,1,Very satisfied with my plan,periodic
S00020225,M00008894,2024-01-30,6,2,2,,annual
S00020226,M00001012,2024-05-25,8,4,5,"Great service, very helpful",post_call
S00020227,M00009762,2023-03-12,6,4,3,Had to call multiple times,post_call
S00020228,M00004949,2023-02-07,3,1,3,,periodic
S00020229,M00008527,2024-04-28,5,3,1,"Great service, very helpful",post_digital
S00020230,M00004613,2024-01-02,7,5,3,"Great service, very helpful",post_digital
S00020231,M00000386,2024-07-14,6,3,1,Had to call multiple times,post_call
S00020232,M00002733,2024-12-23,7,5,1,Agent was knowledgeable,post_call
S00020233,M00000582,2024-05-28,5,2,5,Website is confusing,post_call
S00020234,M00007891,2024-07-31,0,4,2,Agent was knowledgeable,post_call
S00020235,M00008201,2024-10-30,5,5,4,Quick and easy,post_digital
S00020236,M00005205,2023-05-12,8,4,1,Website is confusing,post_digital
S00020237,M00008848,2024-03-01,6,4,2,Very satisfied with my plan,post_digital
S00020238,M00009988,2024-01-03,5,2,3,"Great service, very helpful",post_digital
S00020239,M00002863,2023-11-25,7,4,2,"Great service, very helpful",annual
S00020240,M00003190,2023-11-06,9,5,1,Quick and easy,annual
S00020241,M00001094,2023-01-20,9,1,5,,post_call
S00020242,M00003792,2023-07-21,3,3,4,,annual
S00020243,M00000423,2024-10-09,7,2,1,Website is confusing,periodic
S00020244,M00000860,2023-08-30,3,3,6,Too long wait time,post_call
S00020245,M00003381,2023-11-29,3,2,1,,post_call
S00020246,M00005775,2024-12-25,4,4,6,,periodic
S00020247,M00007474,2024-12-07,7,5,4,Process is too complicated,annual
S00020248,M00001997,2024-01-07,5,3,4,,periodic
S00020249,M00007714,2024-07-13,7,3,2,Billing is unclear,post_call
S00020250,M00001594,2024-01-18,4,3,3,,periodic
S00020251,M00008848,2023-01-29,7,3,3,Had to call multiple times,periodic
S00020252,M00002207,2023-06-03,3,5,7,Website is confusing,post_call
S00020253,M00003518,2024-10-11,4,5,5,Very satisfied with my plan,periodic
S00020254,M00000636,2023-03-17,7,4,4,Agent was knowledgeable,annual
S00020255,M00000313,2024-06-29,7,1,2,Had to call multiple times,post_call
S00020256,M00006898,2023-05-13,4,4,1,"Great service, very helpful",post_digital
S00020257,M00000350,2023-10-21,2,5,5,Could not find what I needed online,post_call
S00020258,M00003542,2024-03-28,7,3,2,,periodic
S00020259,M00005952,2023-04-26,0,4,4,Could not find what I needed online,periodic
S00020260,M00008152,2024-02-14,7,4,3,,post_call
S00020261,M00002879,2023-06-23,8,4,4,Process is too complicated,periodic
S00020262,M00005121,2023-04-24,9,5,7,Billing is unclear,periodic
S00020263,M00002461,2024-07-30,9,3,3,,post_digital
S00020264,M00005616,2023-09-27,9,4,4,Agent was knowledgeable,post_call
S00020265,M00006972,2023-06-24,2,2,2,Very satisfied with my plan,post_digital
S00020266,M00003001,2024-02-20,7,5,3,,annual
S00020267,M00008222,2024-10-27,1,3,2,Had to call multiple times,periodic
S00020268,M00002717,2024-07-31,5,4,2,,periodic
S00020269,M00004601,2024-07-08,6,2,3,,post_digital
S00020270,M00009550,2024-05-11,8,2,2,Very satisfied with my plan,annual
S00020271,M00003987,2024-08-05,10,3,1,,post_digital
S00020272,M00000226,2024-04-09,7,1,6,Quick and easy,post_digital
S00020273,M00006221,2023-08-05,7,3,3,Had to call multiple times,periodic
S00020274,M00005105,2023-08-16,10,3,3,,annual
S00020275,M00002497,2024-09-27,4,1,1,Quick and easy,post_call
S00020276,M00003674,2023-04-13,7,4,5,"Great service, very helpful",periodic
S00020277,M00001277,2023-07-08,7,4,3,Quick and easy,post_call
S00020278,M00000752,2023-01-26,6,3,4,"Great service, very helpful",post_call
S00020279,M00006660,2024-10-15,7,5,4,Had to call multiple times,post_digital
S00020280,M00003387,2023-03-10,9,4,3,,post_call
S00020281,M00009334,2023-04-25,7,3,1,Website is confusing,post_call
S00020282,M00000545,2023-02-26,5,3,6,,post_call
S00020283,M00007599,2023-04-17,6,4,4,Very satisfied with my plan,post_call
S00020284,M00008974,2023-03-20,0,2,4,,post_call
S00020285,M00001146,2024-05-11,9,5,4,,post_call
S00020286,M00007024,2023-06-18,10,5,3,,periodic
S00020287,M00000113,2023-06-01,9,3,7,Had to call multiple times,post_digital
S00020288,M00004865,2023-11-01,5,1,5,,post_digital
S00020289,M00007939,2024-07-02,8,4,6,Very satisfied with my plan,post_digital
S00020290,M00008600,2023-12-22,4,4,3,,post_digital
S00020291,M00006128,2023-10-20,7,4,7,Too long wait time,post_digital
S00020292,M00006090,2024-10-20,1,4,1,"Great service, very helpful",post_digital
S00020293,M00008680,2024-10-15,8,4,3,Could not find what I needed online,post_call
S00020294,M00007690,2024-10-13,4,4,1,,post_call
S00020295,M00000897,2023-12-02,9,4,2,Agent was knowledgeable,post_call
S00020296,M00008556,2024-07-12,7,5,5,Too long wait time,post_call
S00020297,M00000666,2023-06-15,10,4,4,,post_digital
S00020298,M00002338,2023-01-12,7,3,2,Agent was knowledgeable,post_call
S00020299,M00008740,2023-06-14,1,3,4,,post_call
S00020300,M00003577,2024-08-09,2,2,3,"Great service, very helpful",post_digital
S00020301,M00002552,2024-11-11,0,5,2,Website is confusing,post_digital
S00020302,M00007397,2023-07-23,8,4,4,Very satisfied with my plan,periodic
S00020303,M00008614,2023-03-18,2,5,5,Agent was knowledgeable,periodic
S00020304,M00005392,2023-01-13,5,5,3,Had to call multiple times,post_digital
S00020305,M00007630,2024-09-18,10,1,4,Process is too complicated,post_call
S00020306,M00008702,2024-07-11,10,5,3,,periodic
S00020307,M00006677,2024-11-09,6,2,4,,post_digital
S00020308,M00006570,2024-11-13,4,4,5,Quick and easy,post_call
S00020309,M00002344,2023-09-08,7,5,6,Could not find what I needed online,post_call
S00020310,M00001223,2024-06-16,3,5,4,,periodic
S00020311,M00008461,2024-08-29,1,5,3,,post_call
S00020312,M00004102,2023-03-31,8,4,4,Very satisfied with my plan,post_call
S00020313,M00002322,2023-01-10,10,5,1,Quick and easy,post_call
S00020314,M00008094,2024-03-12,8,5,4,Website is confusing,annual
S00020315,M00007650,2023-12-09,2,4,4,Could not find what I needed online,post_call
S00020316,M00004770,2023-05-03,2,3,2,Process is too complicated,periodic
S00020317,M00000874,2024-02-10,8,1,3,Quick and easy,annual
S00020318,M00000035,2024-07-20,8,3,2,Very satisfied with my plan,post_call
S00020319,M00005109,2023-04-22,7,4,6,Could not find what I needed online,post_call
S00020320,M00003558,2023-06-13,10,4,3,Had to call multiple times,post_call
S00020321,M00005647,2023-08-03,5,4,2,,post_digital
S00020322,M00001629,2023-10-25,8,5,7,,periodic
S00020323,M00006173,2024-11-02,7,5,2,Process is too complicated,post_call
S00020324,M00005960,2023-05-27,9,3,5,,post_digital
S00020325,M00003799,2023-04-21,4,4,3,Had to call multiple times,periodic
S00020326,M00000866,2024-09-19,1,4,1,Billing is unclear,post_digital
S00020327,M00002401,2024-05-17,7,5,2,Quick and easy,periodic
S00020328,M00004797,2024-10-19,7,4,1,"Great service, very helpful",annual
S00020329,M00005629,2023-09-05,9,3,1,Process is too complicated,post_call
S00020330,M00000921,2024-07-13,10,2,2,Quick and easy,post_call
S00020331,M00005793,2023-07-26,0,4,4,,annual
S00020332,M00005236,2023-06-18,6,4,3,,post_call
S00020333,M00005008,2023-02-11,7,5,1,Billing is unclear,periodic
S00020334,M00008671,2024-12-02,6,4,3,Agent was knowledgeable,post_digital
S00020335,M00008041,2023-05-05,0,3,3,,post_digital
S00020336,M00009587,2024-11-04,8,4,2,Agent was knowledgeable,post_call
S00020337,M00005880,2024-11-02,9,1,1,Quick and easy,post_call
S00020338,M00006314,2024-08-13,2,1,4,Had to call multiple times,post_call
S00020339,M00005191,2023-10-15,7,4,2,,annual
S00020340,M00007733,2024-07-05,7,4,1,Quick and easy,post_call
S00020341,M00001412,2024-04-24,1,3,1,,annual
S00020342,M00008210,2024-06-10,7,4,5,Process is too complicated,post_call
S00020343,M00006828,2024-11-27,7,5,4,Process is too complicated,periodic
S00020344,M00003984,2024-07-05,10,4,3,Process is too complicated,post_digital
S00020345,M00001968,2024-05-10,9,5,4,Too long wait time,periodic
S00020346,M00001540,2023-11-22,8,2,7,,post_call
S00020347,M00004265,2024-10-03,1,3,3,Agent was knowledgeable,post_call
S00020348,M00001983,2024-07-17,3,4,4,,post_call
S00020349,M00002288,2023-01-02,6,5,6,Billing is unclear,post_digital
S00020350,M00007747,2024-03-21,7,3,4,Agent was knowledgeable,post_call
S00020351,M00007348,2024-04-28,1,3,1,"Great service, very helpful",post_digital
S00020352,M00001307,2024-07-23,5,4,3,,post_digital
S00020353,M00000634,2023-07-05,5,4,3,Could not find what I needed online,post_call
S00020354,M00001663,2023-06-07,1,5,2,Website is confusing,periodic
S00020355,M00008156,2024-02-26,8,5,3,"Great service, very helpful",post_digital
S00020356,M00005086,2023-03-27,9,4,5,Very satisfied with my plan,post_digital
S00020357,M00009390,2023-11-03,10,4,1,,post_digital
S00020358,M00009579,2023-11-25,5,4,3,Had to call multiple times,post_call
S00020359,M00000201,2023-05-19,0,3,5,Had to call multiple times,post_digital
S00020360,M00008913,2023-06-26,3,5,2,Too long wait time,post_digital
S00020361,M00000281,2023-01-08,7,4,2,,post_call
S00020362,M00003848,2023-12-28,6,4,3,Billing is unclear,periodic
S00020363,M00005670,2023-03-27,10,4,4,,periodic
